Rider_age,Rider_rating,Weatherconditions,traffic_type,Vehicle_condition,multiple_deliveries,Festival,City_type,time_taken,order_hour,order_time_of_day,distance
27.0,4.5,Sandstorms,low,0,1.0,no,urban,22,8.0,Morning,2.9797958851316784
33.0,4.8,Cloudy,high,1,1.0,no,metropolitian,33,11.0,Morning,3.0408931296411703
32.0,4.5,Cloudy,medium,0,1.0,no,metropolitian,47,17.0,Afternoon,12.35197924950032
21.0,4.8,Sunny,medium,1,0.0,no,urban,12,16.0,Afternoon,6.210145663324764
22.0,4.9,Sunny,low,2,1.0,no,metropolitian,24,23.0,Evening,9.348431884826278
35.0,4.7,Fog,medium,0,1.0,no,metropolitian,27,15.0,Afternoon,6.050551152462876
36.0,3.5,Sunny,low,0,1.0,no,metropolitian,34,22.0,Evening,13.830016226508704
20.0,4.4,Stormy,low,0,0.8,no,metropolitian,27,9.0,Morning,2.930215111056805
25.0,4.9,Sandstorms,medium,2,1.0,no,metropolitian,25,18.0,Afternoon,19.66094394761993
29.0,4.8,Sandstorms,high,0,1.0,no,metropolitian,23,11.0,Morning,1.5203013368536653
34.0,4.5,Sunny,jam,1,1.0,no,metropolitian,17,20.0,Evening,4.470286489434607
31.4,4.779999999999999,Cloudy,medium,1,0.0,no,metropolitian,12,17.0,Afternoon,7.6838087174265155
22.0,4.9,Cloudy,low,2,1.0,no,metropolitian,22,22.0,Evening,17.16460940157753
26.0,4.5,Windy,jam,1,1.0,no,urban,15,21.0,Evening,17.078028601490022
33.0,5.0,Sunny,low,1,1.0,no,urban,10,10.0,Morning,3.0646598407974865
36.0,5.0,Sunny,medium,0,1.0,no,metropolitian,25,18.0,Afternoon,4.587356404161673
29.0,4.6,Fog,high,1,1.0,no,metropolitian,27,14.0,Afternoon,6.054757424280905
38.0,4.3,Fog,medium,2,1.0,no,urban,38,17.0,Afternoon,10.58695309692162
27.0,4.7,Sandstorms,high,1,0.0,no,urban,26,14.0,Afternoon,6.2178514120156425
37.0,4.1,Stormy,high,0,2.0,no,metropolitian,43,13.0,Afternoon,6.210618493121404
35.0,4.8,Stormy,low,1,0.0,no,urban,16,22.0,Evening,16.9032932130662
36.0,4.4,Stormy,medium,0,2.0,no,metropolitian,37,18.0,Afternoon,16.90165909457258
39.0,3.7,Windy,medium,1,0.0,no,metropolitian,33,17.0,Afternoon,17.076258901183188
35.0,4.9,Sandstorms,low,0,1.0,no,metropolitian,23,23.0,Evening,19.618968653878262
28.0,4.6,Cloudy,high,2,1.0,no,metropolitian,22,13.0,Afternoon,6.208989450210038
32.0,4.7,Cloudy,jam,0,1.0,yes,metropolitian,43,20.0,Evening,12.419464414087114
38.0,4.9,Cloudy,jam,0,1.0,no,urban,53,20.0,Evening,5.444242091067245
27.0,4.8,Fog,low,1,0.0,no,metropolitian,17,9.0,Morning,1.465203567663234
31.0,4.2,Sandstorms,jam,2,0.0,no,metropolitian,44,20.0,Evening,19.688246931881576
29.0,3.1,Sunny,low,1,0.6,no,urban,38,22.0,Evening,16.36809881291643
23.0,4.8,Cloudy,jam,1,1.0,no,metropolitian,29,19.0,Evening,4.53013588790832
38.0,4.2,Fog,jam,2,1.0,no,metropolitian,34,20.0,Evening,4.663432201620595
27.0,4.7,Windy,jam,0,0.0,no,metropolitian,38,21.0,Evening,12.11655916281721
30.0,4.4,Sandstorms,high,2,0.0,no,metropolitian,31,13.0,Afternoon,6.081387490813416
37.0,4.5,Fog,medium,0,2.0,yes,metropolitian,45,17.0,Afternoon,12.07428194576936
38.0,4.8,Sandstorms,jam,1,1.0,no,metropolitian,28,19.0,Evening,14.021848812228344
22.0,4.1,Cloudy,jam,1,1.0,no,metropolitian,40,21.0,Evening,19.65982489949014
31.0,4.6,Cloudy,low,2,0.0,no,metropolitian,19,23.0,Evening,7.683355299930933
25.0,4.6,Sandstorms,jam,1,1.0,no,metropolitian,20,20.0,Evening,7.5735286916855555
35.0,4.4,Windy,jam,1,1.0,no,metropolitian,36,21.0,Evening,12.421212735966003
20.0,4.4,Sunny,high,0,2.0,no,metropolitian,49,13.0,Afternoon,6.058923147526397
31.0,3.7,Cloudy,low,2,0.0,no,metropolitian,39,22.0,Evening,10.641495972351702
30.0,4.0,Sandstorms,medium,1,1.0,no,metropolitian,31,17.0,Afternoon,9.326360257118816
24.0,4.5,Sunny,jam,1,0.0,no,urban,10,20.0,Evening,11.91667929885388
32.0,4.7,Windy,low,2,1.0,no,metropolitian,25,23.0,Evening,20.848074005447355
35.0,4.6,Windy,low,2,0.0,no,metropolitian,27,10.0,Morning,1.4898423067405666
21.0,4.9,Stormy,jam,0,1.0,no,metropolitian,29,21.0,Evening,19.760907746586085
21.0,4.9,Sunny,low,0,1.0,no,urban,22,23.0,Evening,19.879870677373702
28.0,4.8,Stormy,medium,0,1.0,no,metropolitian,38,17.0,Afternoon,20.50867173099674
20.0,4.6,Fog,low,0,0.0,no,urban,23,9.0,Morning,3.040697853651633
20.0,4.6,Cloudy,low,0,1.0,no,urban,23,10.0,Morning,1.4923480030639218
23.0,4.7,Windy,low,1,0.0,no,urban,16,23.0,Evening,13.78666969363518
30.0,4.5,Stormy,medium,2,1.0,no,metropolitian,29,17.0,Afternoon,16.72146713385881
20.0,4.6,Stormy,medium,1,0.0,no,metropolitian,20,17.0,Afternoon,4.6576255671472415
39.0,4.7,Sunny,jam,0,1.0,no,metropolitian,29,21.0,Evening,9.087937068015972
39.0,4.0,Windy,jam,0,2.0,no,metropolitian,41,20.0,Evening,19.4716053440582
37.0,4.3,Cloudy,low,0,0.0,no,metropolitian,40,22.0,Evening,12.108726603462411
24.0,4.7,Cloudy,medium,1,1.0,no,metropolitian,14,18.0,Afternoon,4.68194281180349
29.0,4.5,Fog,high,2,1.0,no,metropolitian,25,13.0,Afternoon,6.118745338337485
32.0,4.4,Sandstorms,low,0,1.0,no,metropolitian,23,9.0,Morning,3.058697313879674
39.0,4.9,Sunny,medium,2,0.0,no,metropolitian,20,18.0,Afternoon,4.596951629499114
39.0,4.7,Sandstorms,jam,0,1.0,no,metropolitian,41,21.0,Evening,13.786698988713738
25.0,4.6,Cloudy,low,0,1.0,no,metropolitian,23,10.0,Morning,1.5522330405305722
33.0,3.8,Sandstorms,jam,1,0.0,no,urban,40,21.0,Evening,10.4332426099541
29.0,4.8,Sandstorms,jam,0,1.0,no,metropolitian,28,21.0,Evening,19.914686965545187
36.0,4.6,Stormy,medium,2,0.0,no,metropolitian,21,17.0,Afternoon,12.100079055614344
25.6,4.72,Cloudy,low,2,1.0,no,urban,15,14.4,Evening,1.513649615244426
37.0,4.7,Fog,high,0,1.0,no,metropolitian,27,15.0,Afternoon,6.0504060616582525
37.0,4.7,Sunny,jam,2,1.0,no,metropolitian,20,21.0,Evening,7.562272055565832
29.0,4.7,Windy,low,2,1.0,no,metropolitian,19,10.0,Morning,3.105492716560946
22.0,4.6,Stormy,medium,2,1.0,no,metropolitian,20,17.0,Afternoon,9.314115494737472
34.0,3.7,Windy,jam,1,1.0,no,metropolitian,35,20.0,Evening,13.97275106350456
33.0,4.9,Fog,medium,2,0.0,no,urban,18,17.0,Afternoon,9.193021332844554
36.0,4.2,Fog,jam,1,1.0,yes,metropolitian,44,19.0,Evening,13.583440059634135
24.0,4.9,Sandstorms,low,2,1.0,no,urban,15,8.0,Morning,1.5125746930783428
24.0,4.6,Stormy,medium,2,1.0,no,metropolitian,20,17.0,Afternoon,17.074283280249404
34.0,4.1,Sandstorms,jam,0,1.0,no,metropolitian,37,21.0,Evening,10.641103649666686
23.0,4.9,Windy,jam,1,0.0,no,urban,27,21.0,Evening,12.29378731203682
25.0,4.5,Stormy,low,0,1.0,no,urban,27,23.0,Evening,7.763197145328887
25.0,4.4,Windy,jam,0,1.0,no,metropolitian,32,21.0,Evening,7.103014674168753
22.0,4.6,Stormy,low,1,1.0,no,urban,16,23.0,Evening,9.179276688028636
38.0,4.6,Windy,low,0,0.0,no,metropolitian,22,22.0,Evening,10.881463659821872
37.0,4.9,Stormy,low,1,0.0,no,urban,20,10.0,Morning,3.0408931296411703
25.0,4.6,Stormy,jam,2,1.0,no,metropolitian,22,21.0,Evening,13.682164847733755
36.0,4.7,Fog,low,1,1.0,no,metropolitian,19,22.0,Evening,4.5883872060778055
32.0,4.8,Fog,medium,0,1.0,no,metropolitian,25,16.0,Afternoon,6.058853851669116
38.0,4.5,Windy,low,1,1.0,no,metropolitian,25,9.0,Morning,1.5524148945455951
36.0,4.8,Sunny,medium,1,0.0,no,metropolitian,16,18.0,Afternoon,11.916606438888204
31.0,4.4,Sandstorms,jam,0,1.0,no,metropolitian,51,21.0,Evening,20.20724042537554
35.0,3.9,Stormy,jam,1,1.0,no,metropolitian,32,21.0,Evening,19.36321160672078
23.0,4.6,Cloudy,jam,1,1.0,no,metropolitian,32,19.0,Evening,14.022298282479133
22.0,4.7,Windy,low,2,0.0,no,metropolitian,12,22.0,Evening,19.61891834747988
30.0,4.6,Sunny,medium,2,1.0,no,urban,18,18.0,Afternoon,12.42075005031367
25.4,4.66,Windy,low,1,0.0,no,metropolitian,16,17.2,Evening,9.39684095000373
28.0,4.8,Windy,medium,2,1.0,no,metropolitian,18,18.0,Afternoon,10.587929946825929
22.0,4.6,Fog,low,0,1.0,no,metropolitian,24,22.0,Evening,16.827953238536708
26.0,4.0,Sandstorms,jam,0,0.0,no,metropolitian,35,20.0,Evening,16.85361872985359
30.0,4.9,Cloudy,low,2,0.0,no,metropolitian,30,23.0,Evening,8.955037279935944
33.0,4.5,Fog,medium,0,1.0,no,metropolitian,40,17.0,Afternoon,13.682511992314726
38.0,4.8,Sunny,low,0,1.0,no,metropolitian,24,22.0,Evening,4.657195393807058
28.0,4.7,Cloudy,low,2,1.0,no,metropolitian,18,8.0,Morning,1.5126859754657422
25.0,4.9,Sunny,medium,2,1.0,no,urban,19,17.0,Afternoon,17.137487720369517
24.0,4.5,Windy,low,1,0.0,no,urban,10,8.0,Morning,3.073618468414786
32.0,4.7,Cloudy,medium,1,0.0,no,urban,18,17.0,Afternoon,7.44864451602914
34.0,4.8,Stormy,low,1,1.0,no,metropolitian,25,9.0,Morning,1.5297232853100244
26.0,4.4,Stormy,high,0,1.0,no,metropolitian,33,12.0,Morning,1.5581570033504797
27.0,4.6,Sunny,medium,2,1.0,no,urban,11,17.0,Afternoon,14.021756535050493
26.0,4.9,Sunny,jam,0,1.0,no,metropolitian,25,19.0,Evening,16.660097204546265
34.0,4.7,Fog,low,0,1.0,no,metropolitian,23,9.0,Morning,1.52035659617055
25.0,4.9,Cloudy,low,1,0.0,no,metropolitian,20,23.0,Evening,10.683845828892329
26.0,4.7,Windy,low,1,0.0,no,urban,19,22.0,Evening,4.674318760489487
37.0,4.8,Sunny,jam,2,1.0,no,urban,18,19.0,Evening,16.721288103917214
28.0,4.6,Stormy,low,2,0.0,no,metropolitian,11,8.0,Morning,1.5581369822072066
33.0,5.0,Windy,jam,2,1.0,no,urban,30,19.0,Evening,7.762480218802449
36.0,4.3,Cloudy,high,0,0.0,no,metropolitian,31,11.0,Morning,1.5368588631561615
24.0,4.8,Sandstorms,jam,2,1.0,no,urban,29,21.0,Evening,4.610339345524684
26.0,4.7,Fog,low,2,0.0,no,urban,20,23.0,Evening,19.915547551520536
37.0,4.7,Fog,low,0,1.0,no,urban,28,8.0,Morning,3.029535415543084
34.0,4.5,Stormy,low,0,1.0,no,urban,26,0.0,Morning,16.384900933459228
31.0,4.3,Sandstorms,medium,2,1.0,no,metropolitian,33,18.0,Afternoon,12.43523852372965
23.0,4.5,Windy,medium,2,1.0,no,urban,16,17.0,Afternoon,13.610877575672198
37.0,4.8,Sandstorms,low,2,0.0,no,metropolitian,22,10.0,Morning,2.9795000083819434
21.0,4.2,Windy,low,0,1.0,no,metropolitian,21,22.0,Evening,9.326113870789774
33.0,4.76,Sandstorms,medium,2,1.0,no,metropolitian,22,18.2,Afternoon,14.021819246588828
35.0,4.7,Stormy,jam,0,2.0,no,metropolitian,38,21.0,Evening,20.506685809982404
24.0,4.9,Fog,medium,0,1.0,no,metropolitian,38,17.0,Afternoon,13.409281444578204
30.0,4.0,Sunny,medium,0,1.0,no,metropolitian,36,18.0,Afternoon,11.72018730321854
20.0,5.0,Cloudy,low,2,1.0,no,metropolitian,28,22.0,Evening,13.96960642768458
26.0,4.9,Sunny,medium,2,0.0,no,urban,12,18.0,Afternoon,17.098467518755893
30.0,4.1,Windy,low,0,1.0,no,metropolitian,28,8.0,Morning,1.5580841994904555
21.0,4.9,Windy,medium,2,1.0,no,metropolitian,23,17.0,Afternoon,9.22041869455818
39.0,4.5,Stormy,high,1,1.0,no,metropolitian,28,14.0,Afternoon,6.037116126732456
22.0,4.8,Windy,jam,2,0.0,no,metropolitian,19,21.0,Evening,4.589124571257244
27.0,4.8,Sunny,medium,2,1.0,no,urban,15,17.0,Afternoon,10.641103649666686
22.0,4.6,Sunny,low,0,0.0,no,metropolitian,18,10.0,Morning,1.510086276286522
22.0,4.6,Cloudy,medium,2,1.0,no,metropolitian,36,17.0,Afternoon,12.234645517155798
30.0,4.9,Stormy,low,1,1.0,no,metropolitian,22,8.0,Morning,3.058281575249995
22.0,4.7,Sunny,medium,1,1.0,no,metropolitian,17,18.0,Afternoon,7.660957436559021
24.0,4.6,Sandstorms,jam,1,1.0,no,metropolitian,19,20.0,Evening,14.022253080995233
24.0,4.6,Stormy,medium,2,1.0,no,urban,26,18.0,Afternoon,7.719450234291639
28.0,4.7,Sunny,medium,2,1.0,no,metropolitian,12,18.0,Afternoon,9.19040310530244
35.0,4.9,Sunny,low,2,0.0,no,urban,10,23.0,Evening,8.81089857231614
22.0,5.0,Sandstorms,medium,0,0.0,no,metropolitian,26,17.0,Afternoon,4.537516076226438
26.0,4.2,Windy,low,0,1.0,no,urban,19,22.0,Evening,4.544208221887867
27.0,4.8,Fog,high,1,0.0,no,metropolitian,20,12.0,Morning,3.0645104714747093
35.0,4.8,Stormy,low,0,1.0,no,metropolitian,23,23.0,Evening,16.824331819052116
33.0,4.2,Stormy,low,0,0.0,no,metropolitian,23,9.0,Morning,3.059443338897214
30.0,4.6,Fog,jam,0,3.0,yes,metropolitian,54,19.0,Evening,14.022476786450992
21.0,5.0,Sandstorms,low,1,0.0,no,metropolitian,16,8.0,Morning,1.5524082366562466
35.0,4.0,Cloudy,medium,1,1.0,no,metropolitian,38,17.0,Afternoon,13.76685500858734
30.0,4.6,Windy,low,2,1.0,no,metropolitian,21,8.0,Morning,1.5580994617898951
22.0,4.6,Cloudy,jam,1,0.0,no,metropolitian,38,19.0,Evening,20.183481365845186
27.0,4.9,Windy,low,0,1.0,no,metropolitian,19,23.0,Evening,12.162115707005643
38.0,4.8,Windy,jam,1,1.0,no,urban,28,21.0,Evening,10.641490945494407
35.0,4.0,Windy,jam,2,1.0,no,metropolitian,34,21.0,Evening,4.5607380187107855
28.0,4.6,Windy,jam,1,1.0,no,metropolitian,24,20.0,Evening,13.969535082204027
39.0,4.1,Fog,low,2,1.0,no,urban,38,22.0,Evening,12.46418980459368
21.0,4.7,Cloudy,low,0,1.0,no,metropolitian,15,10.0,Morning,3.1162385581768866
28.0,4.9,Windy,low,2,0.0,no,metropolitian,15,10.0,Morning,9.350033275082556
30.0,4.9,Sandstorms,low,0,1.0,no,metropolitian,27,23.0,Evening,17.09838855662463
38.0,4.8,Sandstorms,low,2,1.0,no,urban,20,22.0,Evening,8.988016321481421
27.0,4.3,Cloudy,jam,2,1.0,no,metropolitian,43,21.0,Evening,13.631343698142908
24.0,4.3,Windy,jam,0,0.0,no,metropolitian,38,20.0,Evening,10.88093543843387
25.0,5.0,Cloudy,low,0,1.0,no,metropolitian,23,23.0,Evening,20.176811965426133
34.0,4.9,Sandstorms,medium,2,1.0,no,metropolitian,29,18.0,Afternoon,8.877003361338966
24.0,4.9,Cloudy,medium,0,1.0,yes,metropolitian,43,17.0,Afternoon,20.85333460818602
32.0,4.1,Cloudy,low,0,0.0,no,urban,39,22.0,Evening,19.879870677373702
30.0,4.7,Sandstorms,jam,0,1.0,no,semi-urban,54,21.0,Evening,16.901690663165983
27.0,3.5,Sunny,jam,0,2.0,yes,semi-urban,48,20.0,Evening,4.589265860691712
29.0,4.5,Fog,low,2,1.0,no,urban,15,0.0,Morning,9.327028546829316
35.0,4.0,Cloudy,jam,2,1.0,no,metropolitian,37,19.0,Evening,10.595329148248666
21.0,4.9,Fog,low,2,1.0,no,urban,14,8.0,Morning,3.027238243783726
31.0,4.7,Stormy,low,1,1.0,no,metropolitian,26,23.0,Evening,13.611254468563876
24.0,5.0,Sunny,medium,2,1.0,no,metropolitian,15,17.0,Afternoon,13.9731420501497
37.0,4.8,Fog,medium,1,1.0,no,metropolitian,16,17.0,Afternoon,4.5967456266495255
23.0,4.6,Cloudy,high,2,1.0,no,metropolitian,31,11.0,Morning,1.53058864856925
31.2,4.6,Sandstorms,jam,2,1.0,no,metropolitian,34,20.4,Evening,7.803382235349474
22.0,4.8,Stormy,low,1,0.0,no,urban,10,10.0,Morning,3.052735829416971
26.0,5.0,Stormy,high,1,0.0,no,metropolitian,15,14.0,Afternoon,6.050461888076144
28.0,4.9,Sunny,medium,2,1.0,no,metropolitian,19,17.0,Afternoon,13.767318777064409
38.0,4.6,Sandstorms,jam,0,1.0,no,metropolitian,46,19.0,Evening,7.79036212453358
35.0,4.8,Sandstorms,low,0,1.0,no,metropolitian,29,22.0,Evening,11.917779612813971
27.0,4.8,Cloudy,jam,2,0.0,no,metropolitian,27,22.0,Evening,16.216645681012054
21.0,4.7,Windy,low,2,0.0,no,urban,13,10.0,Morning,1.5202946823347985
24.0,4.7,Windy,jam,1,1.0,no,urban,18,21.0,Evening,19.663125922534896
34.0,4.5,Fog,medium,0,0.0,no,metropolitian,28,16.0,Afternoon,6.1469671519338895
29.0,5.0,Stormy,high,0,1.0,no,metropolitian,17,12.0,Morning,6.08091814244962
39.0,4.4,Stormy,low,0,0.0,no,metropolitian,23,23.0,Evening,7.683782781592616
34.0,4.2,Windy,medium,2,1.0,no,urban,32,17.0,Afternoon,13.972194586930332
37.0,4.0,Cloudy,medium,1,1.0,no,urban,35,18.0,Afternoon,16.721976048741215
31.4,4.42,Sandstorms,low,3,3.0,no,metropolitian,53,19.4,Afternoon,12.099896960230076
23.0,4.8,Fog,low,1,0.0,no,metropolitian,13,8.0,Morning,1.520455689583788
38.0,4.2,Sandstorms,jam,1,1.0,no,metropolitian,31,21.0,Evening,7.720670489738337
34.0,5.0,Cloudy,medium,1,1.0,no,metropolitian,16,18.0,Afternoon,7.64537402705469
37.0,4.3,Windy,low,0,1.0,no,metropolitian,34,23.0,Evening,9.07437751153265
26.0,4.8,Sandstorms,jam,2,1.0,no,metropolitian,20,22.0,Evening,7.567716652500661
38.0,4.7,Fog,medium,0,2.0,no,urban,43,18.0,Afternoon,12.417550916012395
35.0,3.5,Stormy,jam,1,0.0,no,metropolitian,35,21.0,Evening,12.256687342592269
30.0,4.9,Sunny,jam,2,0.0,no,metropolitian,23,21.0,Evening,4.596666925181527
21.0,4.6,Stormy,jam,1,0.0,no,metropolitian,23,20.0,Evening,20.182068898087746
36.0,4.2,Stormy,medium,0,1.0,no,metropolitian,31,17.0,Afternoon,16.601046189403377
30.0,4.4,Sandstorms,low,0,1.0,no,metropolitian,25,9.0,Morning,1.5263954607692642
20.0,4.1,Cloudy,jam,1,0.0,no,urban,36,19.0,Evening,8.358158701614958
20.0,5.0,Cloudy,low,1,1.0,no,metropolitian,21,23.0,Evening,12.434913132379243
22.0,4.9,Stormy,jam,1,0.0,no,metropolitian,26,19.0,Evening,20.205786629218007
34.0,4.8,Stormy,jam,1,1.0,no,metropolitian,27,19.0,Evening,19.9151356646606
36.0,4.9,Stormy,medium,0,1.0,no,metropolitian,49,18.0,Afternoon,19.91529866449424
24.0,4.3,Fog,medium,1,0.0,no,metropolitian,39,17.0,Afternoon,20.182728669258125
22.0,4.8,Sunny,low,1,0.0,no,metropolitian,17,10.0,Morning,1.5581322344033663
29.0,4.3,Fog,jam,1,2.0,no,metropolitian,38,19.0,Evening,16.852572769450653
31.0,4.9,Sandstorms,low,2,0.0,no,metropolitian,28,8.0,Morning,1.5101672504865262
29.0,4.8,Sandstorms,low,2,1.0,no,metropolitian,15,23.0,Evening,9.314419797615273
36.0,4.6,Sandstorms,low,2,1.0,no,urban,23,22.0,Evening,4.4684124412647535
33.0,4.3,Windy,low,0,0.0,no,metropolitian,27,8.0,Morning,3.058281575249995
32.0,4.9,Fog,low,2,1.0,no,metropolitian,16,23.0,Evening,9.056024276265346
29.0,4.6,Fog,low,0,1.0,no,metropolitian,19,10.0,Morning,2.9795000083819434
34.0,4.1,Windy,medium,2,1.0,no,urban,31,18.0,Afternoon,4.527973054243058
21.0,4.6,Stormy,low,2,1.0,no,urban,16,22.0,Evening,14.02184017066065
20.0,4.4,Sandstorms,low,0,1.0,no,urban,20,9.0,Morning,1.5544994921789963
33.0,5.0,Sandstorms,low,1,1.0,no,urban,25,10.0,Morning,3.1212605123333854
24.0,4.6,Sandstorms,medium,0,1.0,no,metropolitian,13,17.0,Afternoon,9.192881349038212
28.0,4.8,Fog,jam,2,1.0,no,metropolitian,22,20.0,Evening,4.663772762376294
25.0,4.8,Cloudy,jam,0,1.0,no,metropolitian,27,21.0,Evening,9.12210553959038
39.0,3.8,Sunny,jam,2,1.0,no,metropolitian,32,20.0,Evening,19.088419909008497
30.0,4.8,Cloudy,jam,0,0.0,no,metropolitian,30,21.0,Evening,7.648557947935138
23.0,4.6,Sandstorms,jam,1,0.0,no,metropolitian,13,19.0,Evening,4.656649028065795
38.0,4.1,Windy,jam,0,1.0,no,metropolitian,36,19.0,Evening,9.074331008326515
38.0,4.7,Fog,medium,2,1.0,no,urban,17,18.0,Afternoon,7.762556904358444
26.0,4.9,Cloudy,jam,1,1.0,no,metropolitian,33,21.0,Evening,14.021848812228344
29.0,4.9,Sunny,low,2,1.0,no,metropolitian,21,9.0,Morning,3.0527456969715105
27.0,4.9,Sandstorms,jam,2,1.0,no,metropolitian,19,19.0,Evening,19.62493620486193
29.0,4.6,Cloudy,low,0,1.0,no,metropolitian,22,22.0,Evening,10.865084189986677
22.0,4.6,Cloudy,low,0,1.0,no,metropolitian,20,9.0,Morning,1.4897995018082963
27.4,4.58,Stormy,medium,2,1.0,no,metropolitian,31,17.4,Afternoon,9.075423573606574
22.0,4.7,Cloudy,jam,0,0.0,no,metropolitian,48,21.0,Evening,19.688308620509066
27.0,4.5,Cloudy,medium,0,2.0,no,metropolitian,38,17.0,Afternoon,17.138041435510257
22.0,4.7,Sandstorms,jam,2,1.0,no,metropolitian,21,20.0,Evening,11.719331490386466
37.0,3.8,Sandstorms,jam,2,2.0,no,metropolitian,39,21.0,Evening,12.417550916012395
23.0,4.6,Sandstorms,jam,2,1.0,no,metropolitian,29,21.0,Evening,16.720678992752937
29.0,4.9,Fog,medium,0,0.0,no,metropolitian,29,17.0,Afternoon,12.271103524026824
34.0,4.2,Sandstorms,medium,2,1.0,no,metropolitian,33,17.0,Afternoon,4.544215521132343
33.0,4.9,Windy,low,2,1.0,no,urban,28,22.0,Evening,10.865776701899678
32.0,4.4,Windy,low,0,0.0,no,metropolitian,27,9.0,Morning,3.052738741797855
34.0,4.3,Cloudy,jam,2,2.0,no,metropolitian,39,19.0,Evening,4.656557579510365
25.0,4.8,Sandstorms,low,1,0.0,no,metropolitian,15,23.0,Evening,7.573406195224182
23.0,4.5,Cloudy,high,0,1.0,no,metropolitian,25,11.0,Morning,1.5526929456613006
20.8,4.68,Stormy,medium,2,1.0,no,metropolitian,28,17.8,Afternoon,7.683556858430526
32.0,4.8,Sandstorms,low,1,1.0,no,urban,25,10.0,Morning,3.025345653222032
20.0,4.9,Sandstorms,medium,1,1.0,no,urban,23,17.0,Afternoon,20.17829858184824
30.0,5.0,Sunny,high,2,1.0,no,metropolitian,19,13.0,Afternoon,5.496044217157815
23.0,5.0,Stormy,medium,2,0.0,no,metropolitian,25,17.0,Afternoon,10.641436955070953
33.0,5.0,Fog,medium,0,1.0,no,metropolitian,26,18.0,Afternoon,11.32703305549922
24.0,4.7,Windy,low,2,1.0,no,metropolitian,19,10.0,Morning,1.552216563717113
38.0,4.5,Fog,low,1,1.0,no,urban,16,23.0,Evening,9.315071060294844
36.0,3.6,Sandstorms,jam,1,1.0,no,metropolitian,42,21.0,Evening,10.373547693290384
34.0,4.9,Cloudy,medium,0,1.0,no,metropolitian,33,15.0,Afternoon,6.117761953594232
32.0,5.0,Fog,high,0,1.0,no,metropolitian,32,11.0,Morning,3.105133735234752
30.0,4.7,Cloudy,jam,2,2.0,no,metropolitian,45,21.0,Evening,17.13737798601516
27.0,4.8,Sunny,jam,2,1.0,no,metropolitian,24,20.0,Evening,13.631449198481713
26.0,4.4,Sandstorms,low,0,1.0,no,metropolitian,18,10.0,Morning,1.5526929456613006
21.0,5.0,Windy,low,1,1.0,no,metropolitian,17,23.0,Evening,10.707345040408097
35.0,4.8,Windy,low,1,1.0,no,urban,21,23.0,Evening,4.589099458435952
25.0,4.1,Sandstorms,low,0,0.0,no,metropolitian,16,22.0,Evening,9.220373067021216
38.0,4.9,Sandstorms,low,0,1.0,no,metropolitian,26,22.0,Evening,16.722543155307
39.0,3.6,Windy,jam,1,1.0,no,metropolitian,42,19.0,Evening,12.418029175076608
21.0,4.6,Sandstorms,jam,1,1.0,no,metropolitian,17,19.0,Evening,9.348403335334272
35.0,4.1,Stormy,medium,1,1.0,no,urban,32,18.0,Afternoon,19.88431857497891
38.0,3.9,Sandstorms,medium,2,1.0,no,metropolitian,38,19.0,Evening,13.990192142064847
32.0,4.8,Windy,low,1,0.0,no,metropolitian,26,22.0,Evening,7.562317945109334
23.0,4.9,Cloudy,low,0,0.0,no,metropolitian,24,9.0,Morning,1.5606630381436275
28.0,4.7,Fog,low,0,0.0,no,metropolitian,22,22.0,Evening,8.938685874463816
35.0,4.1,Stormy,jam,0,2.0,no,metropolitian,48,20.0,Evening,12.161131350318817
31.0,4.3,Sandstorms,jam,0,0.0,no,metropolitian,44,21.0,Evening,10.565262855251524
30.0,4.5,Cloudy,low,2,0.0,no,metropolitian,39,22.0,Evening,13.406506203190968
39.0,4.9,Sandstorms,low,0,1.0,no,metropolitian,20,22.0,Evening,10.445547500579472
32.0,4.9,Windy,low,2,1.0,no,urban,25,23.0,Evening,7.567997138623191
23.0,4.3,Fog,jam,2,0.0,no,metropolitian,31,21.0,Evening,12.11655916281721
29.0,4.7,Fog,low,1,0.0,no,metropolitian,23,23.0,Evening,10.725566076623076
32.0,3.8,Fog,low,1,2.0,no,metropolitian,39,22.0,Evening,12.103166363270562
32.0,5.0,Fog,low,2,0.0,no,metropolitian,19,9.0,Morning,3.1161417126181274
20.0,4.9,Cloudy,medium,2,1.0,no,urban,11,16.0,Afternoon,6.210946741810896
27.0,4.6,Fog,medium,1,0.0,no,urban,17,17.0,Afternoon,4.544264509631538
29.2,4.76,Sunny,medium,0,1.0,no,metropolitian,32,18.4,Afternoon,12.419572625827143
20.0,4.9,Sunny,jam,0,1.0,no,urban,17,21.0,Evening,19.36770197203108
38.0,4.6,Windy,medium,1,1.0,no,urban,29,17.0,Afternoon,7.448363764234237
22.0,4.5,Windy,low,0,0.0,no,urban,18,23.0,Evening,16.11365443502324
39.0,4.6,Cloudy,jam,0,2.0,yes,metropolitian,47,21.0,Evening,10.587145367062044
33.0,5.0,Cloudy,medium,2,1.0,no,urban,40,18.0,Afternoon,13.216215992463916
37.0,4.1,Stormy,medium,2,1.0,no,metropolitian,32,18.0,Afternoon,13.830206237242956
31.0,4.8,Sandstorms,high,1,1.0,no,metropolitian,29,11.0,Morning,1.558083864051793
37.0,5.0,Sunny,low,1,0.0,no,urban,20,23.0,Evening,6.172564197068175
